event_id,tiger_id,filename,timestamp,camera_id,latitude,longitude,grid_id,zone,zone_type,habitat,range,station_id,trail_type,previous_camera,distance_from_previous_km,bearing_deg,estimated_travel_time_hr,home_range_id,distance_from_hr_center_km,inside_home_range,distance_to_core_boundary_km,distance_to_buffer_km,distance_to_village_km,nearest_village,distance_to_water_km,nearest_water,prey_density,water_availability,human_disturbance,camera_operational,camera_detection_probability,image_quality,reid_confidence,movement_state,behavioral_state,season,alert_level,ambient_temp_c,lighting_condition,camera_type,nearest_village_dist_km,event_type,anomaly_type,anomaly_confidence
269f101a-2dd,42,001184.jpg,2022-06-01 06:00:00,CAM-0087,21.551809,79.319924,G003011,buffer,buffer,teak_forest,Nagalwadi Buffer,CAM-0087,forest_road,,0.0,0.0,0.0,HR-42,0.92,True,1.802,2.327,2.634,Khapa,10.36,NH-44 Culvert Pool,0.307,0.0,0.444,True,0.406,excellent,0.88,RESTING,resting,summer,CAUTION,33.4,Dawn / Dusk,Camera Trap (Wildlife),2.634,observation,first_buffer_entry,0.55
00418b14-f2b,45,003925.jpg,2022-06-01 06:00:00,CAM-0111,21.62798,79.12392,G007001,buffer,buffer,scrub,West Buffer,CAM-0111,crossing,,0.0,0.0,0.0,HR-45,0.917,True,0.915,2.655,2.813,Bodhali,5.595,Saleghat Nala,0.378,0.057,0.447,True,0.156,poor,0.31,SLOW,slow_movement,summer,CAUTION,34.5,Dawn / Dusk,Camera Trap (Wildlife),2.813,observation,first_buffer_entry,0.55
b66a0931-acb,67,004690.jpg,2022-06-01 06:00:00,CAM-0023,21.698385,79.14569,G011002,core_forest,core_forest,mixed_forest,West Pench,CAM-0023,forest_road,,0.0,0.0,0.0,HR-67,0.415,True,1.19,4.792,3.414,Pitesur,9.289,Pench River North,0.558,0.0,0.228,True,0.149,poor,0.24,SLOW,slow_movement,summer,SAFE,33.5,Dawn / Dusk,Camera Trap (Wildlife),3.414,observation,water_driven_movement,0.5
aae4e0df-693,72,003630.jpg,2022-06-01 06:00:00,CAM-0033,21.679446,79.200519,G010005,core_forest,core_forest,mixed_forest,West Pench,CAM-0033,streambed,,0.0,0.0,0.0,HR-72,1.804,True,7.394,10.532,7.912,Bodalkasa,4.911,Pench River North,0.591,0.107,0.05,True,0.084,poor,0.27,NORMAL,normal_travel,summer,SAFE,34.8,Dawn / Dusk,Camera Trap (Wildlife),7.912,observation,water_driven_movement,0.5
b94c5a3f-273,76,000155.jpg,2022-06-01 06:00:00,CAM-0004,21.66184,79.334762,G009012,core_forest,core_forest,riparian_forest,East Pench,CAM-0004,animal_trail,,0.0,0.0,0.0,HR-76,1.0,True,4.407,7.141,6.342,Karmajhiri,1.403,East Pench Nala,0.738,0.415,0.124,True,0.314,excellent,0.91,NORMAL,normal_travel,summer,SAFE,34.6,Dawn / Dusk,Camera Trap (Wildlife),6.342,observation,normal,0.0
865e8f00-f65,81,003368.jpg,2022-06-01 06:00:00,CAM-0014,21.608399,79.358705,G006013,core_forest,core_forest,teak_forest,East Pench,CAM-0014,streambed,,0.0,0.0,0.0,HR-81,0.657,True,0.423,3.524,2.738,Sillari,5.483,East Pench Nala,0.534,0.044,0.24,True,0.216,poor,0.25,RESTING,resting,summer,SAFE,33.0,Dawn / Dusk,Camera Trap (Wildlife),2.738,observation,water_driven_movement,0.5
cf41aa93-f1d,85,002775.jpg,2022-06-01 06:00:00,CAM-0087,21.551809,79.319924,G003011,buffer,buffer,teak_forest,Nagalwadi Buffer,CAM-0087,forest_road,CAM-0092,1.673,356.4,0.56,HR-85,1.863,True,1.802,2.327,2.634,Khapa,10.36,NH-44 Culvert Pool,0.307,0.0,0.444,True,0.469,good,0.79,NORMAL,normal_travel,summer,CAUTION,32.1,Dawn / Dusk,Camera Trap (Wildlife),2.634,observation,water_driven_movement,0.5
a565b0e4-6d1,90,004292.jpg,2022-06-01 06:00:00,CAM-0005,21.64043,79.340563,G008012,core_forest,core_forest,riparian_forest,East Pench,CAM-0005,animal_trail,,0.0,0.0,0.0,HR-90,0.546,True,3.322,6.302,5.559,Sillari,1.521,East Pench Nala,0.825,0.449,0.128,True,0.518,excellent,0.92,SLOW,slow_movement,summer,SAFE,32.0,Dawn / Dusk,Camera Trap (Wildlife),5.559,observation,normal,0.0
8f0ebe11-f5c,97,004382.jpg,2022-06-01 06:00:00,CAM-0119,21.753599,79.261957,G014008,buffer,buffer,teak_forest,North Buffer,CAM-0119,forest_road,,0.0,0.0,0.0,HR-97,1.389,True,0.564,2.011,0.269,Bandara,5.579,Pench River North,0.382,0.068,0.746,True,0.228,poor,0.32,NORMAL,normal_travel,summer,CAUTION,34.8,Dawn / Dusk,CCTV / Solar Camera,0.269,observation,first_buffer_entry,0.55
d9ea1259-48c,108,001852.jpg,2022-06-01 06:00:00,CAM-0031,21.682028,79.142899,G010002,core_forest,core_forest,teak_forest,West Pench,CAM-0031,crossing,CAM-0023,1.838,189.0,0.61,HR-108,1.033,True,1.071,4.634,3.91,Ghiregaon,9.925,Saleghat Nala,0.558,0.0,0.228,True,0.058,partial,0.54,SLOW,slow_movement,summer,SAFE,34.6,Dawn / Dusk,Camera Trap (Wildlife),3.91,observation,water_driven_movement,0.5
fa20055c-e50,139,004156.jpg,2022-06-01 06:00:00,CAM-0054,21.714159,79.218764,G012006,core_forest,core_forest,teak_forest,Devalapar,CAM-0054,forest_road,CAM-0055,1.636,0.2,0.55,HR-139,1.831,True,3.949,6.635,4.882,Hiwra,1.735,Pench River North,0.622,0.409,0.17,True,0.169,partial,0.58,SLOW,slow_movement,summer,SAFE,32.8,Dawn / Dusk,Camera Trap (Wildlife),4.882,observation,normal,0.0
46f84065-5cf,160,002986.jpg,2022-06-01 06:00:00,CAM-0030,21.658278,79.182343,G009004,core_forest,core_forest,teak_forest,West Pench,CAM-0030,animal_trail,,0.0,0.0,0.0,HR-160,0.593,True,5.69,9.14,8.323,Ghiregaon,7.247,Saleghat Nala,0.544,0.0,0.05,True,0.246,poor,0.31,SLOW,slow_movement,summer,SAFE,34.1,Dawn / Dusk,Camera Trap (Wildlife),8.323,observation,water_driven_movement,0.5
fd3da33f-778,171,003062.jpg,2022-06-01 06:00:00,CAM-0022,21.714623,79.203699,G012005,core_forest,core_forest,teak_forest,West Pench,CAM-0022,ridge,CAM-0054,1.553,271.9,0.52,HR-171,1.231,True,3.669,6.671,4.954,Hiwra,3.265,Pench River North,0.636,0.232,0.165,True,0.971,excellent,0.9,NORMAL,normal_travel,summer,SAFE,34.6,Dawn / Dusk,Camera Trap (Wildlife),4.954,observation,water_driven_movement,0.5
edd5029c-43a,175,001666.jpg,2022-06-01 06:00:00,CAM-0031,21.682028,79.142899,G010002,core_forest,core_forest,teak_forest,West Pench,CAM-0031,crossing,CAM-0023,1.838,189.0,0.61,HR-175,1.277,True,1.071,4.634,3.91,Ghiregaon,9.925,Saleghat Nala,0.56,0.0,0.201,True,0.299,excellent,0.9,NORMAL,normal_travel,summer,SAFE,33.0,Dawn / Dusk,Camera Trap (Wildlife),3.91,observation,water_driven_movement,0.5
2d3872e6-a5a,196,004615.jpg,2022-06-01 06:00:00,CAM-0039,21.65985,79.243359,G009007,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0039,ridge,,0.0,0.0,0.0,HR-196,2.033,True,9.897,12.511,10.371,Bandara,3.519,Pench River Main,0.59,0.042,0.05,True,0.057,poor,0.23,RESTING,resting,summer,SAFE,32.9,Dawn / Dusk,Camera Trap (Wildlife),10.371,observation,water_driven_movement,0.5
c16ee35b-9bb,213,001074.jpg,2022-06-01 06:00:00,CAM-0073,21.569168,79.201126,G004005,core_forest,core_forest,teak_forest,Saleghat,CAM-0073,forest_road,,0.0,0.0,0.0,HR-213,1.622,True,2.19,7.743,5.004,Wadamba,2.347,Jamni River,0.636,0.355,0.157,True,0.232,occluded,0.33,NORMAL,normal_travel,summer,SAFE,35.4,Dawn / Dusk,Camera Trap (Wildlife),5.004,observation,normal,0.0
a4407870-754,217,001785.jpg,2022-06-01 06:00:00,CAM-0006,21.625225,79.318854,G007011,core_forest,core_forest,bamboo,East Pench,CAM-0006,animal_trail,CAM-0003,2.512,47.5,0.84,HR-217,2.032,True,5.017,8.316,6.969,Sillari,2.98,East Pench Nala,0.62,0.274,0.087,True,0.087,poor,0.24,RESTING,resting,summer,SAFE,33.4,Dawn / Dusk,Camera Trap (Wildlife),6.969,observation,water_driven_movement,0.5
221ec343-a26,252,002844.jpg,2022-06-01 06:00:00,CAM-0058,21.732365,79.240013,G013007,core_forest,core_forest,teak_forest,Devalapar,CAM-0058,animal_trail,,0.0,0.0,0.0,HR-252,0.751,True,1.862,4.493,2.998,Bandara,2.536,Pench River North,0.718,0.308,0.242,True,0.156,partial,0.5,RESTING,resting,summer,SAFE,33.7,Dawn / Dusk,Camera Trap (Wildlife),2.998,observation,normal,0.0
f6811550-f1e,253,004548.jpg,2022-06-01 06:00:00,CAM-0021,21.660388,79.161413,G009003,core_forest,core_forest,mixed_forest,West Pench,CAM-0021,ridge,,0.0,0.0,0.0,HR-253,2.881,False,3.355,6.817,6.205,Ghiregaon,7.267,Saleghat Nala,0.511,0.0,0.113,True,0.084,partial,0.6,EXPLORATORY,exploratory,summer,SAFE,34.2,Dawn / Dusk,Camera Trap (Wildlife),6.205,observation,water_driven_movement,0.5
02a7b98c-67c,273,002128.jpg,2022-06-01 06:00:00,CAM-0110,21.591278,79.126447,G005001,buffer,buffer,teak_forest,West Buffer,CAM-0110,animal_trail,,0.0,0.0,0.0,HR-273,0.621,True,1.327,2.656,2.316,Jamun,3.992,Saleghat Nala,0.362,0.159,0.474,True,0.261,excellent,0.88,NORMAL,normal_travel,summer,CAUTION,32.5,Dawn / Dusk,CCTV / Solar Camera,2.316,observation,first_buffer_entry,0.55
04bc21b5-13d,40,003863.jpg,2022-06-01 09:00:00,CAM-0075,21.553358,79.183519,G003004,buffer,buffer,mixed_forest,Paoni Buffer,CAM-0075,animal_trail,,0.0,0.0,0.0,HR-40,0.936,True,0.237,5.346,2.943,Wadamba,4.63,Jamni River,0.363,0.118,0.444,True,0.107,poor,0.23,SLOW,slow_movement,summer,CAUTION,35.7,Daylight,Camera Trap (Wildlife),2.943,observation,first_buffer_entry,0.55
0c13cabd-103,82,003339.jpg,2022-06-01 09:00:00,CAM-0076,21.55047,79.240212,G003007,core_forest,core_forest,bamboo,Paoni Buffer,CAM-0076,streambed,,0.0,0.0,0.0,HR-82,0.857,True,0.591,6.056,4.951,Paoni,5.693,Jamni River,0.567,0.046,0.154,True,0.227,poor,0.24,SLOW,slow_movement,summer,SAFE,33.3,Daylight,Camera Trap (Wildlife),4.951,observation,water_driven_movement,0.5
7061ce42-57f,142,004117.jpg,2022-06-01 09:00:00,CAM-0034,21.663106,79.142701,G009002,core_forest,core_forest,bamboo,West Pench,CAM-0034,animal_trail,CAM-0031,2.1,180.6,0.7,HR-142,1.522,True,1.258,4.74,4.312,Ghiregaon,7.901,Saleghat Nala,0.598,0.0,0.182,True,0.104,poor,0.27,RESTING,resting,summer,SAFE,32.6,Daylight,Camera Trap (Wildlife),4.312,observation,water_driven_movement,0.5
7a9cb017-8d6,154,001069.jpg,2022-06-01 09:00:00,CAM-0039,21.65985,79.243359,G009007,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0039,ridge,,0.0,0.0,0.0,HR-154,1.022,True,9.897,12.511,10.371,Bandara,3.519,Pench River Main,0.642,0.315,0.249,True,0.095,partial,0.6,RESTING,resting,summer,SAFE,33.7,Daylight,Camera Trap (Wildlife),10.371,observation,normal,0.0
ab52cbcf-614,172,001653.jpg,2022-06-01 09:00:00,CAM-0055,21.69942,79.218717,G011006,core_forest,core_forest,bamboo,Devalapar,CAM-0055,streambed,,0.0,0.0,0.0,HR-172,1.061,True,5.584,8.269,6.514,Hiwra,2.047,Pench River North,0.618,0.366,0.096,True,0.18,poor,0.28,SLOW,slow_movement,summer,SAFE,34.3,Daylight,Camera Trap (Wildlife),6.514,observation,normal,0.0
7997ed49-30c,177,002868.jpg,2022-06-01 09:00:00,CAM-0046,21.678507,79.262817,G010008,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0046,crossing,,0.0,0.0,0.0,HR-177,0.272,True,7.662,10.329,8.163,Bandara,4.338,Pench River Main,0.634,0.157,0.249,True,0.21,poor,0.25,SLOW,slow_movement,summer,SAFE,32.2,Daylight,Camera Trap (Wildlife),8.163,observation,water_driven_movement,0.5
b6aae7b1-c22,195,002042.jpg,2022-06-01 09:00:00,CAM-0069,21.608057,79.199865,G006005,core_forest,core_forest,teak_forest,Saleghat,CAM-0069,streambed,,0.0,0.0,0.0,HR-195,1.05,True,6.005,11.015,7.486,Wadamba,2.073,Jamni River,0.715,0.318,0.05,True,0.076,partial,0.53,SLOW,slow_movement,summer,SAFE,33.0,Daylight,Camera Trap (Wildlife),7.486,observation,normal,0.0
f23d1c94-981,208,001551.jpg,2022-06-01 09:00:00,CAM-0113,21.587896,79.141935,G005002,buffer,buffer,grassland,West Buffer,CAM-0113,animal_trail,,0.0,0.0,0.0,HR-208,1.017,True,0.105,4.252,3.818,Jamun,2.503,Saleghat Nala,0.765,0.339,0.201,True,0.124,partial,0.51,RESTING,resting,summer,CAUTION,35.2,Daylight,Camera Trap (Wildlife),3.818,observation,first_buffer_entry,0.55
212ce186-fc7,222,000968.jpg,2022-06-01 09:00:00,CAM-0114,21.623022,79.142596,G007002,core_forest,core_forest,teak_forest,West Buffer,CAM-0114,crossing,,0.0,0.0,0.0,HR-222,2.623,False,1.093,4.728,4.606,Bodhali,3.873,Saleghat Nala,0.593,0.313,0.175,True,0.059,occluded,0.34,SLOW,slow_movement,summer,SAFE,35.6,Daylight,Camera Trap (Wildlife),4.606,observation,normal,0.0
a145825b-3bc,226,002764.jpg,2022-06-01 09:00:00,CAM-0093,21.555029,79.297176,G003010,buffer,buffer,scrub,Nagalwadi Buffer,CAM-0093,ridge,CAM-0094,1.838,80.0,0.61,HR-226,0.943,True,0.353,4.025,4.376,Khapa,8.957,NH-44 Culvert Pool,0.271,0.0,0.396,True,0.352,good,0.87,SLOW,slow_movement,summer,CAUTION,35.5,Daylight,CCTV / Solar Camera,4.376,observation,water_driven_movement,0.5
455b8a82-3be,243,001459.jpg,2022-06-01 09:00:00,CAM-0045,21.660499,79.22207,G009006,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0045,forest_road,,0.0,0.0,0.0,HR-243,0.89,True,9.892,12.563,10.847,Hiwra,5.436,Pench River Main,0.59,0.042,0.05,True,0.332,good,0.79,RESTING,resting,summer,SAFE,34.9,Daylight,Camera Trap (Wildlife),10.847,observation,water_driven_movement,0.5
c6e102cf-53d,261,000227.jpg,2022-06-01 09:00:00,CAM-0107,21.644264,79.165421,G008003,core_forest,core_forest,bamboo,Sillari Buffer Sector,CAM-0107,streambed,CAM-0030,2.336,228.3,0.78,HR-261,1.196,True,3.849,7.262,7.38,Ghiregaon,5.468,Saleghat Nala,0.683,0.033,0.05,True,0.061,partial,0.51,SLOW,slow_movement,summer,SAFE,34.7,Daylight,Camera Trap (Wildlife),7.38,observation,water_driven_movement,0.5
5bae9898-264,265,004685.jpg,2022-06-01 09:00:00,CAM-0052,21.622385,79.277484,G007009,core_forest,core_forest,mixed_forest,Chorbahuli,CAM-0052,animal_trail,,0.0,0.0,0.0,HR-265,0.78,True,7.311,11.458,11.091,Pipariya,1.539,NH-44 Culvert Pool,0.659,0.405,0.151,True,0.343,partial,0.55,RESTING,resting,summer,SAFE,34.6,Daylight,Camera Trap (Wildlife),11.091,observation,normal,0.0
ce2f8fde-04c,25,003071.jpg,2022-06-01 12:00:00,CAM-0017,21.696118,79.31596,G011011,core_forest,core_forest,mixed_forest,East Pench,CAM-0017,animal_trail,CAM-0016,3.78,352.8,1.26,HR-25,2.079,True,3.074,6.912,5.461,Manegaon,5.319,East Pench Nala,0.575,0.233,0.084,True,0.065,partial,0.5,RESTING,resting,summer,SAFE,38.1,Daylight,Camera Trap (Wildlife),5.461,observation,water_driven_movement,0.5
94345226-3e5,64,000356.jpg,2022-06-01 12:00:00,CAM-0113,21.587896,79.141935,G005002,buffer,buffer,grassland,West Buffer,CAM-0113,animal_trail,,0.0,0.0,0.0,HR-64,1.217,True,0.105,4.252,3.818,Jamun,2.503,Saleghat Nala,0.765,0.339,0.201,True,0.121,poor,0.23,RESTING,resting,summer,CAUTION,36.6,Daylight,Camera Trap (Wildlife),3.818,observation,first_buffer_entry,0.55
eb94f52d-444,78,000947.jpg,2022-06-01 12:00:00,CAM-0045,21.660499,79.22207,G009006,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0045,forest_road,,0.0,0.0,0.0,HR-78,1.798,True,9.892,12.563,10.847,Hiwra,5.436,Pench River Main,0.59,0.042,0.05,True,0.236,poor,0.3,LONG_DISTANCE,long_distance_travel,summer,SAFE,37.7,Daylight,Camera Trap (Wildlife),10.847,observation,range_expansion,0.62
f2e7b91a-f71,129,002925.jpg,2022-06-01 12:00:00,CAM-0038,21.623079,79.258551,G007008,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0038,streambed,,0.0,0.0,0.0,HR-129,0.632,True,8.095,12.688,12.685,Khapa,1.016,NH-44 Culvert Pool,0.66,0.482,0.249,True,0.107,poor,0.25,RESTING,resting,summer,SAFE,39.1,Daylight,Camera Trap (Wildlife),12.685,observation,normal,0.0
3c796a17-e88,201,000109.jpg,2022-06-01 12:00:00,CAM-0058,21.732365,79.240013,G013007,core_forest,core_forest,teak_forest,Devalapar,CAM-0058,animal_trail,,0.0,0.0,0.0,HR-201,0.934,True,1.862,4.493,2.998,Bandara,2.536,Pench River North,0.718,0.308,0.242,True,0.06,occluded,0.39,RESTING,resting,summer,SAFE,37.9,Daylight,Camera Trap (Wildlife),2.998,observation,normal,0.0
ae1d1a47-0d0,211,004209.jpg,2022-06-01 12:00:00,CAM-0005,21.64043,79.340563,G008012,core_forest,core_forest,riparian_forest,East Pench,CAM-0005,animal_trail,,0.0,0.0,0.0,HR-211,0.86,True,3.322,6.302,5.559,Sillari,1.521,East Pench Nala,0.6,0.287,0.159,True,0.13,occluded,0.37,RESTING,resting,summer,SAFE,38.8,Daylight,Camera Trap (Wildlife),5.559,observation,water_driven_movement,0.5
b79c4e94-faa,216,002255.jpg,2022-06-01 12:00:00,CAM-0115,21.569125,79.126382,G004001,buffer,buffer,grassland,West Buffer,CAM-0115,forest_road,,0.0,0.0,0.0,HR-216,2.528,True,2.697,2.115,2.303,Khursapar,4.906,Saleghat Nala,0.398,0.094,0.464,True,0.205,poor,0.24,LONG_DISTANCE,long_distance_travel,summer,CAUTION,39.2,Daylight,CCTV / Solar Camera,2.303,observation,first_buffer_entry,0.55
ef3013df-0f9,228,001530.jpg,2022-06-01 12:00:00,CAM-0075,21.553358,79.183519,G003004,buffer,buffer,mixed_forest,Paoni Buffer,CAM-0075,animal_trail,,0.0,0.0,0.0,HR-228,1.727,True,0.237,5.346,2.943,Wadamba,4.63,Jamni River,0.363,0.118,0.444,True,0.13,poor,0.32,RESTING,resting,summer,CAUTION,38.6,Daylight,Camera Trap (Wildlife),2.943,observation,first_buffer_entry,0.55
05cbe19c-e9f,237,005005.jpg,2022-06-01 12:00:00,CAM-0053,21.715437,79.239766,G012007,core_forest,core_forest,teak_forest,Devalapar,CAM-0053,crossing,CAM-0056,2.672,138.4,0.89,HR-237,1.436,True,3.741,6.37,4.562,Bandara,0.778,Pench River North,0.718,0.308,0.242,True,0.06,partial,0.5,RESTING,resting,summer,SAFE,37.9,Daylight,Camera Trap (Wildlife),4.562,observation,normal,0.0
6c5d32e4-3f7,249,004557.jpg,2022-06-01 12:00:00,CAM-0063,21.624073,79.180131,G007004,core_forest,core_forest,mixed_forest,Saleghat,CAM-0063,forest_road,CAM-0068,1.55,103.0,0.52,HR-249,1.141,True,5.251,8.895,8.092,Wadamba,3.584,Saleghat Nala,0.581,0.243,0.098,True,0.14,poor,0.32,RESTING,resting,summer,SAFE,40.0,Daylight,Camera Trap (Wildlife),8.092,observation,water_driven_movement,0.5
7d61b910-e15,13,002611.jpg,2022-06-01 15:00:00,CAM-0009,21.66145,79.296989,G009010,core_forest,core_forest,teak_forest,East Pench,CAM-0009,waterhole_approach,,0.0,0.0,0.0,HR-13,1.159,True,7.461,11.248,9.37,Manegaon,3.63,East Pench Nala,0.629,0.235,0.05,True,0.054,partial,0.55,RESTING,resting,summer,SAFE,39.4,Daylight,Camera Trap (Wildlife),9.37,observation,water_driven_movement,0.5
53633621-420,30,003416.jpg,2022-06-01 15:00:00,CAM-0096,21.518405,79.2607,G001008,buffer,buffer,mixed_forest,Nagalwadi Buffer,CAM-0096,ridge,CAM-0090,1.884,268.9,0.63,HR-30,1.523,True,3.345,1.941,2.266,Chargaon,9.802,Jamni River,0.292,0.0,0.569,True,0.058,occluded,0.33,RESTING,resting,summer,CAUTION,39.8,Daylight,Camera Trap (Wildlife),2.266,observation,water_driven_movement,0.5
c0d71fe6-892,39,004370.jpg,2022-06-01 15:00:00,CAM-0037,21.627916,79.223226,G007006,core_forest,core_forest,grassland,Chorbahuli,CAM-0037,streambed,CAM-0070,2.49,75.8,0.83,HR-39,1.902,True,8.942,13.678,10.719,Wadamba,4.309,NH-44 Culvert Pool,0.684,0.161,0.05,True,0.101,poor,0.27,RESTING,resting,summer,SAFE,40.0,Daylight,Camera Trap (Wildlife),10.719,observation,water_driven_movement,0.5
ffe76c31-d82,40,001879.jpg,2022-06-01 15:00:00,CAM-0081,21.53739,79.179886,G002004,buffer,buffer,mixed_forest,Paoni Buffer,CAM-0081,ridge,CAM-0075,1.812,191.9,0.6,HR-40,1.195,True,2.002,3.562,2.06,Ghoti,6.387,Jamni River,0.363,0.118,0.444,True,0.073,poor,0.26,RESTING,resting,summer,CAUTION,37.8,Daylight,CCTV / Solar Camera,2.06,observation,water_driven_movement,0.5
18bc31d3-721,57,000511.jpg,2022-06-01 15:00:00,CAM-0096,21.518405,79.2607,G001008,buffer,buffer,mixed_forest,Nagalwadi Buffer,CAM-0096,ridge,,0.0,0.0,0.0,HR-57,1.069,True,3.345,1.941,2.266,Chargaon,9.802,Jamni River,0.371,0.0,0.67,True,0.178,partial,0.57,RESTING,resting,summer,CAUTION,37.6,Daylight,Camera Trap (Wildlife),2.266,observation,first_buffer_entry,0.55
4f420d73-a88,72,003314.jpg,2022-06-01 15:00:00,CAM-0026,21.661419,79.202975,G009005,core_forest,core_forest,mixed_forest,West Pench,CAM-0026,animal_trail,CAM-0033,2.017,172.8,0.67,HR-72,1.449,True,7.934,11.43,9.781,Bodalkasa,6.321,Pench River North,0.609,0.0,0.05,True,0.116,partial,0.59,RESTING,resting,summer,SAFE,37.4,Daylight,Camera Trap (Wildlife),9.781,observation,water_driven_movement,0.5
1b90b1bd-b44,91,003694.jpg,2022-06-01 15:00:00,CAM-0081,21.53739,79.179886,G002004,buffer,buffer,mixed_forest,Paoni Buffer,CAM-0081,ridge,CAM-0075,1.812,191.9,0.6,HR-91,1.444,True,2.002,3.562,2.06,Ghoti,6.387,Jamni River,0.288,0.0,0.471,True,0.228,poor,0.25,LONG_DISTANCE,long_distance_travel,summer,CAUTION,36.2,Daylight,CCTV / Solar Camera,2.06,observation,range_expansion,0.62
9506f609-282,96,000465.jpg,2022-06-01 15:00:00,CAM-0072,21.572058,79.179391,G004004,core_forest,core_forest,teak_forest,Saleghat,CAM-0072,animal_trail,CAM-0075,2.119,348.4,0.71,HR-96,1.557,True,1.415,7.056,3.146,Wadamba,2.947,Saleghat Nala,0.619,0.262,0.225,True,0.261,good,0.81,RESTING,resting,summer,SAFE,36.7,Daylight,Camera Trap (Wildlife),3.146,observation,water_driven_movement,0.5
953cba6d-9c5,136,004140.jpg,2022-06-01 15:00:00,CAM-0088,21.537241,79.262542,G002008,buffer,buffer,teak_forest,Nagalwadi Buffer,CAM-0088,crossing,,0.0,0.0,0.0,HR-136,0.675,True,1.335,3.793,4.364,Chargaon,8.332,Jamni River,0.386,0.0,0.595,True,0.155,occluded,0.36,RESTING,resting,summer,CAUTION,37.2,Daylight,Camera Trap (Wildlife),4.364,observation,first_buffer_entry,0.55
75cab540-c9e,240,001339.jpg,2022-06-01 15:00:00,CAM-0011,21.680818,79.296324,G010010,core_forest,core_forest,mixed_forest,East Pench,CAM-0011,forest_road,,0.0,0.0,0.0,HR-240,0.526,True,5.621,9.253,7.262,Manegaon,4.872,East Pench Nala,0.634,0.132,0.073,True,0.15,partial,0.53,RESTING,resting,summer,SAFE,36.8,Daylight,Camera Trap (Wildlife),7.262,observation,water_driven_movement,0.5
00627c6f-d84,246,003128.jpg,2022-06-01 15:00:00,CAM-0099,21.645901,79.143127,G008002,core_forest,core_forest,mixed_forest,Sillari Buffer Sector,CAM-0099,streambed,CAM-0111,2.805,44.8,0.94,HR-246,2.338,True,1.405,4.787,5.363,Awarghani,6.083,Saleghat Nala,0.64,0.02,0.149,True,0.074,partial,0.52,RESTING,resting,summer,SAFE,38.9,Daylight,Camera Trap (Wildlife),5.363,observation,water_driven_movement,0.5
f2be23ad-60c,250,003597.jpg,2022-06-01 15:00:00,CAM-0056,21.733428,79.222533,G013006,core_forest,core_forest,mixed_forest,Devalapar,CAM-0056,animal_trail,,0.0,0.0,0.0,HR-250,0.57,True,1.799,4.477,2.836,Hiwra,2.9,Pench River North,0.58,0.28,0.244,True,0.492,good,0.81,RESTING,resting,summer,SAFE,36.8,Daylight,Camera Trap (Wildlife),2.836,observation,water_driven_movement,0.5
9554d80f-283,12,002497.jpg,2022-06-01 18:00:00,CAM-0064,21.591622,79.201925,G005005,core_forest,core_forest,riparian_forest,Saleghat,CAM-0064,streambed,CAM-0069,1.837,173.4,0.61,HR-12,0.247,True,4.476,10.057,6.315,Wadamba,0.364,Jamni River,0.802,0.518,0.12,True,0.213,poor,0.32,NORMAL,normal_travel,summer,SAFE,35.6,Dawn / Dusk,Camera Trap (Wildlife),6.315,observation,normal,0.0
364f491d-61a,54,003849.jpg,2022-06-01 18:00:00,CAM-0073,21.569168,79.201126,G004005,core_forest,core_forest,teak_forest,Saleghat,CAM-0073,forest_road,CAM-0072,2.262,98.2,0.75,HR-54,1.142,True,2.19,7.743,5.004,Wadamba,2.347,Jamni River,0.619,0.262,0.225,True,0.101,occluded,0.3,SLOW,slow_movement,summer,SAFE,33.0,Dawn / Dusk,Camera Trap (Wildlife),5.004,observation,water_driven_movement,0.5
f0d02d56-d13,124,004740.jpg,2022-06-01 18:00:00,CAM-0076,21.55047,79.240212,G003007,core_forest,core_forest,bamboo,Paoni Buffer,CAM-0076,streambed,CAM-0083,1.703,89.6,0.57,HR-124,0.768,True,0.591,6.056,4.951,Paoni,5.693,Jamni River,0.567,0.046,0.154,True,0.173,poor,0.27,SLOW,slow_movement,summer,SAFE,35.2,Dawn / Dusk,Camera Trap (Wildlife),4.951,observation,water_driven_movement,0.5
a50925d8-7ad,132,002845.jpg,2022-06-01 18:00:00,CAM-0078,21.536082,79.221711,G002006,buffer,buffer,scrub,Paoni Buffer,CAM-0078,streambed,CAM-0083,1.598,187.3,0.53,HR-132,0.948,True,1.208,4.306,2.9,Paoni,6.227,Jamni River,0.438,0.0,0.446,True,0.172,occluded,0.36,SLOW,slow_movement,summer,CAUTION,34.4,Dawn / Dusk,Camera Trap (Wildlife),2.9,observation,first_buffer_entry,0.55
